cik,ni,ocf,rev,cogs,at,at_prev,se,fyear,ticker,tacc,gpoa,sic,sin_type,sin_core,sin_broad
859070,24540000.0,58519000.0,,,2462276000.0,2607936000.0,343017000.0,2015,FCBC,-0.0130290774006724,,6022.0,none,0,0
860413,86795000.0,115400000.0,,,8728196000.0,8609936000.0,950500000.0,2015,FIBK,-0.0033223243471263,,6022.0,none,0,0
860546,178300000.0,204008000.0,625466000.0,,3909312000.0,3664236000.0,1544525000.0,2015,CDP,-0.0070159236468393,,6798.0,none,0,0
860730,2129000000.0,,,,32744000000.0,30980000000.0,-7599000000.0,2015,HCA,,,8062.0,none,0,0
860731,64869000.0,134327000.0,,,1356570000.0,569812000.0,874029000.0,2015,TYL,-0.1218963447593241,,7372.0,none,0,0
860748,85700000.0,215000000.0,2340800000.0,,8036100000.0,7833400000.0,1992400000.0,2015,KMPB,-0.0165062425000638,,6331.0,none,0,0
861459,60485000.0,66978000.0,,,1626878000.0,1600048000.0,839237000.0,2015,GVA,-0.0040580032599022,,1600.0,none,0,0
861842,161109000.0,176697000.0,,,13254126000.0,11516846000.0,1747778000.0,2015,CATY,-0.0013534955664076,,6022.0,none,0,0
861884,,1025000000.0,,,7121600000.0,7822400000.0,3914100000.0,2015,RS,,,5051.0,none,0,0
862651,-2104430.0,-1108542.0,353926.0,,46389.0,5556462.0,-4896773.0,2015,INVUP,-0.1792305967358365,,7389.0,none,0,0
862668,-541245.0,-456534.0,,,5770793.0,6724358.0,2453354.0,2015,ESMC,-0.0125976338559011,,3845.0,none,0,0
862692,8106343.0,,21091431.0,,19497946.0,10209586.0,-4964171.0,2015,CCEL,,,8090.0,none,0,0
862831,28337000.0,43089000.0,,,3381024000.0,3089521000.0,293844000.0,2015,FIISP,-0.0047748502114081,,6021.0,none,0,0
862861,,,111839000.0,,46846000.0,46960000.0,11324000.0,2015,AIFC,,,6221.0,none,0,0
863110,11305000.0,28407000.0,,,431626000.0,422213000.0,132331000.0,2015,ARTNB,-0.0405056215701553,,4941.0,none,0,0
863436,95401000.0,147375000.0,,,1893878000.0,1675348000.0,1321904000.0,2015,BHE,-0.0310228083956288,,3672.0,none,0,0
863894,4346036.0,,,,39317137.0,32913013.0,34720217.0,2015,VERU,,,2834.0,none,0,0
864240,-27216000.0,,145323000.0,,66892000.0,129681000.0,19712000.0,2015,SYPR,,,3823.0,none,0,0
864749,121100000.0,,2290400000.0,1088200000.0,3680700000.0,3855900000.0,2219700000.0,2015,TRMB,,0.3117819445525039,3829.0,none,0,0
865752,,522723000.0,,,5571277000.0,1938875000.0,4809410000.0,2015,MNST,,,2086.0,none,0,0
866273,17157000.0,26240000.0,1343135000.0,,572148000.0,566082000.0,307742000.0,2015,MTRX,-0.016045378584728,,1700.0,none,0,0
866374,444081000.0,1136445000.0,,,13049518000.0,12090473000.0,2543255000.0,2015,FLEX,-0.0572652533941393,,3672.0,none,0,0
866439,-499393.0,,0.0,,646476.0,540427.0,-168278.0,2015,DPLS,,,7372.0,none,0,0
866706,42512000.0,65753000.0,,334850000.0,878385000.0,833713000.0,591137000.0,2015,ESE,-0.0278764994668429,,3669.0,none,0,0
866729,40500000.0,-78900000.0,1672800000.0,,1823200000.0,1651100000.0,1248100000.0,2015,SCHL,0.0723154260795833,,2731.0,none,0,0
866787,1160241000.0,,,,8217528000.0,7717101000.0,-1778121000.0,2015,AZO,,,5531.0,none,0,0
866829,-376980000.0,110805000.0,,929576000.0,2399959000.0,2700698000.0,1278963000.0,2015,HOS,-0.1806144189391039,,1389.0,none,0,0
867038,-5777000.0,-335000.0,5944000.0,,25889000.0,33506000.0,18469000.0,2015,SPND,-0.1624186712827553,,1311.0,none,0,0
867840,-1178793.0,,3912060.0,,2090341.0,2484151.0,829664.0,2015,POCI,,,3845.0,none,0,0
868278,-3600000.0,-3497000.0,,,14829000.0,16057000.0,8829000.0,2015,PRPH,-0.0064146478171513,,2834.0,none,0,0
868671,116127000.0,176771000.0,,,9089232000.0,8306507000.0,1076650000.0,2015,GBCI,-0.0073007823866277,,6022.0,none,0,0
868780,92329000.0,,,,621865000.0,557716000.0,518036000.0,2015,DORM,,,3714.0,none,0,0
868857,-154845000.0,764433000.0,,,13529403000.0,14253269000.0,3314581000.0,2015,ACM,-0.0644959412468816,,8711.0,none,0,0
871763,419200000.0,,,,7517500000.0,7181200000.0,2624700000.0,2015,MAN,,,7363.0,none,0,0
872589,636056000.0,1330780000.0,4103728000.0,,5609132000.0,3837672000.0,3654800000.0,2015,REGN,-0.1810274562286719,,2834.0,none,0,0
872912,-14704000.0,,,462000.0,15733000.0,23764000.0,8601000.0,2015,DCTH,,,3841.0,none,0,0
873303,-220030000.0,,1253000.0,,273782000.0,295033000.0,190347000.0,2015,SRPT,,,2834.0,none,0,0
873860,-247017000.0,581683000.0,1741098000.0,,7380308000.0,8243662000.0,851562000.0,2015,ONIT,-0.1005257129659124,,6162.0,none,0,0
874015,-88278000.0,21125000.0,283703000.0,,947900000.0,955809000.0,200790000.0,2015,IONS,-0.1144611528035413,,2834.0,none,0,0
874238,-20402000.0,8676000.0,623595000.0,,266165000.0,306451000.0,95845000.0,2015,STRL,-0.0948862950357479,,1600.0,none,0,0
874396,12278000.0,,,,398331000.0,421402000.0,199468000.0,2015,LCUT,,,3420.0,none,0,0
874499,-1224884000.0,322179000.0,708990000.0,,3334734000.0,3619473000.0,2038837000.0,2015,GPOR,-0.4274276945842668,,1311.0,none,0,0
874716,192078000.0,,,711622000.0,1474993000.0,1384211000.0,-84125000.0,2015,IDXX,,,2835.0,none,0,0
874761,306000000.0,2134000000.0,11260000000.0,,36545000000.0,38562000000.0,3149000000.0,2015,AES,-0.0474041802811057,,4991.0,none,0,0
874766,1682000000.0,2756000000.0,15997000000.0,,228348000000.0,245013000000.0,17642000000.0,2015,HIG-PG,-0.0043834408786472,,6331.0,none,0,0
874866,28525000.0,51311000.0,,,218580000.0,211341000.0,128061000.0,2015,CRVL,-0.1078162779583706,,6411.0,none,0,0
875045,3547000000.0,3919400000.0,10763800000.0,,19504800000.0,14314700000.0,9372800000.0,2015,BIIB,-0.0260152151285042,,2836.0,none,0,0
875320,-556334000.0,-365432000.0,1032336000.0,,2498587000.0,2334679000.0,939967000.0,2015,VRTX,-0.0817679860914498,,2834.0,none,0,0
875355,1534000.0,,,,31714000.0,30475000.0,24720000.0,2015,TULP,,,100.0,none,0,0
875357,288565000.0,295935000.0,,,31476128000.0,29089698000.0,3230556000.0,2015,BOKF,-0.000253354297456,,6021.0,none,0,0
875582,1789571.0,,,,50592691.0,53048002.0,43880706.0,2015,NTIC,,,3470.0,none,0,0
875657,2869000.0,8551000.0,76427000.0,53111000.0,81522000.0,87642000.0,66159000.0,2015,ULBI,-0.0648319298966249,0.2660368316560553,3690.0,none,0,0
875729,-5630191.0,-810000.0,3658.0,,2062417.0,4072854.0,-11647440.0,2015,BNET,-1.1834922145502884,,2870.0,none,0,0
876167,-8801000.0,104540000.0,377554000.0,,877123000.0,702756000.0,522464000.0,2015,PRGS,-0.1612807290154762,,7372.0,none,0,0
876343,-46991000.0,-44544000.0,7036000.0,1107000.0,94660000.0,74901000.0,25816000.0,2015,LCTX,-0.0326697907905101,0.0791578216579217,2836.0,none,0,0
876427,66805000.0,126504000.0,,,1002619000.0,909291000.0,,2015,MNRO,-0.0656544494556748,,7500.0,none,0,0
876437,1172000000.0,161395000.0,1041288000.0,,5868343000.0,5266434000.0,2236140000.0,2015,MTG,0.1918955027253735,,6351.0,none,0,0
876523,-89192000.0,79398000.0,720000000.0,,1145840000.0,1391897000.0,664890000.0,2015,EZPW,-0.1211224681136607,,5900.0,none,0,0
876779,16198000.0,19618000.0,,,239846000.0,224184000.0,191008000.0,2015,RMTHF,-0.0152553259822288,,7372.0,none,0,0
876883,-35454000.0,161395000.0,,,1577625000.0,1648890000.0,-575171000.0,2015,STGW,-0.1193827362650025,,7311.0,none,0,0
877212,-158000000.0,122000000.0,,,5040000000.0,5539000000.0,893000000.0,2015,ZBRA,-0.0505506409099115,,3560.0,none,0,0
877860,148862000.0,164425000.0,228948000.0,,2133218000.0,1982960000.0,1133292000.0,2015,NHI,-0.0078483680961794,,6798.0,none,0,0
878927,304690000.0,553880000.0,,,2466504000.0,2206866000.0,1684637000.0,2015,ODFL,-0.112915781927856,,4213.0,none,0,0
879101,894115000.0,493701000.0,1166769000.0,,11344171000.0,10261400000.0,5046300000.0,2015,KIM-PN,0.0390213810980957,,6798.0,none,0,0
879169,,89408000.0,753751000.0,,1007440000.0,796477000.0,171155000.0,2015,INCY,,,8731.0,none,0,0
879407,-91940882.0,,382000.0,,111381139.0,162136761.0,92923580.0,2015,ARWR,,,2834.0,none,0,0
879526,104289000.0,131795000.0,2027489000.0,,949670000.0,927446000.0,439809000.0,2015,WNC,-0.0296577913970193,,3715.0,none,0,0
879585,,139238000.0,355369000.0,,945004000.0,925030000.0,680299000.0,2015,ATNI,,,4813.0,none,0,0
879635,6528000.0,,,,931638000.0,755657000.0,70068000.0,2015,MPB,,,6022.0,none,0,0
879911,-223851.0,-170892.0,,,136840.0,423537.0,81698.0,2015,AERGP,-0.1250398430361456,,3812.0,defense,0,1
880117,,,,,418513000.0,447292000.0,241115000.0,2015,JBSS,,,2060.0,none,0,0
880242,,-1883342.0,127582.0,62067.0,1910304.0,260668.0,351795.0,2015,BLGO,,0.2513350315343655,2800.0,none,0,0
880266,266400000.0,524200000.0,,,6497700000.0,7364600000.0,2838300000.0,2015,AGCO,-0.0350052956032914,,3523.0,none,0,0
880417,6022000.0,,,,650314000.0,620981000.0,61266000.0,2015,CSBB,,,6022.0,none,0,0
880631,80052000.0,,298942000.0,,292693000.0,220751000.0,234502000.0,2015,WT,,,6211.0,none,0,0
880641,6897000.0,7164000.0,,,653272000.0,630158000.0,78221000.0,2015,EFSI,-0.0004237032617216,,6022.0,none,0,0
880807,-23139000.0,-4559000.0,0.0,74041000.0,135835000.0,156989000.0,85029000.0,2015,AMSC,-0.1183522412398321,-0.4716317703788164,3621.0,none,0,0
880984,-10599000.0,-981000.0,16548000.0,,24330000.0,29543000.0,366000.0,2015,ACFN,-0.3255593541617304,,8711.0,none,0,0
882095,18108000000.0,21250000000.0,,,51716000000.0,34664000000.0,18534000000.0,2015,GILD,-0.0906415878144472,,2836.0,none,0,0
882184,,700400000.0,10824000000.0,,11179500000.0,10338700000.0,6059400000.0,2015,DHI,,,1531.0,none,0,0
882291,-4872329.0,-4329307.0,886572.0,,3592863.0,3156495.0,2749530.0,2015,AEMD,-0.1720332203916052,,3841.0,none,0,0
882508,-17848000.0,-11829000.0,,,28461000.0,41139000.0,20325000.0,2015,QUIK,-0.1463088553440774,,3674.0,none,0,0
882796,-43019000.0,-13116000.0,48257000.0,,122359000.0,136874000.0,47724000.0,2015,BCRX,-0.2184710025278723,,2836.0,none,0,0
882835,696067000.0,,,1417749000.0,10168365000.0,8400185000.0,5298900000.0,2015,ROP,,,3823.0,none,0,0
883107,-1192000.0,,,7199000.0,4574000.0,5730000.0,2861000.0,2015,SLSN,,,2844.0,none,0,0
883237,35106000.0,-209430000.0,381977000.0,,859729000.0,698773000.0,509624000.0,2015,VRTS,0.3499505561892059,,6282.0,none,0,0
883241,225934000.0,,2242211000.0,518920000.0,4747523000.0,4662349000.0,2990383000.0,2015,SNPS,,0.3696186192839704,7372.0,none,0,0
883569,,360771000.0,,,2355661000.0,2177460000.0,921388000.0,2015,FOSL,,,3873.0,none,0,0
883948,67079000.0,110923000.0,,,7693291000.0,7358643000.0,995367000.0,2015,AUB-PA,-0.0059581637538334,,6022.0,none,0,0
883975,-921000.0,-765000.0,116887.0,,529000.0,957858.0,-64000.0,2015,MBOT,-0.1628633889365647,,3841.0,none,0,0
883984,44985000.0,64195000.0,341668000.0,,626825000.0,541102000.0,579871000.0,2015,ICUI,-0.0355016244626706,,3841.0,none,0,0
884144,-1757000.0,3355000.0,26906000.0,,33817000.0,34468000.0,3718000.0,2015,ASUR,-0.1483114773122896,,7373.0,none,0,0
884219,26606000.0,60277000.0,,,690723000.0,712979000.0,322581000.0,2015,PRSU,-0.0472257948691335,,7990.0,gaming,1,1
884269,1041000.0,5971000.0,,,39134000.0,41952000.0,36112000.0,2015,APT,-0.1175152555301296,,3842.0,none,0,0
884614,281000000.0,1163800000.0,,,10749700000.0,10430000000.0,2719400000.0,2015,UGI,-0.08464046021093,,4932.0,none,0,0
884624,-2809000.0,43610000.0,,,400222000.0,392956000.0,290311000.0,2015,OFIX,-0.1181277293132055,,3841.0,none,0,0
884887,665783000.0,1946366000.0,8299074000.0,5099393000.0,20782043000.0,20713190000.0,8063039000.0,2015,RCL,-0.0618245185797069,0.1544755298435441,4400.0,none,0,0
885245,147283000.0,,,,572773000.0,542993000.0,412643000.0,2015,BKE,,,5651.0,none,0,0
885275,23863000.0,25640000.0,,,2021604000.0,1873242000.0,223438000.0,2015,WBHC,-0.000948622762035,,6021.0,none,0,0
885307,1773971.0,2830679.0,,,20285494.0,18737034.0,18056380.0,2015,JCTC,-0.0563967594871205,,5211.0,none,0,0
885462,34068037.0,70401210.0,162317120.0,109035870.0,356743226.0,322982152.0,338110875.0,2015,GURE,-0.1124928197270789,0.1649665458913655,2800.0,none,0,0
885508,,-1790000.0,80871000.0,67811000.0,430105000.0,400117000.0,136599000.0,2015,STRS,,0.0326404526675947,6552.0,none,0,0
885550,299700000.0,404200000.0,825300000.0,,3372600000.0,2785400000.0,928100000.0,2015,CACC,-0.0375170532060027,,6141.0,none,0,0
885590,,2257000000.0,10447000000.0,,48965000000.0,26304700000.0,5910000000.0,2015,BHC,,,2834.0,none,0,0
885639,673000000.0,1484000000.0,,,13606000000.0,14333000000.0,5491000000.0,2015,KSS,-0.0565827112258424,,5311.0,none,0,0
885725,,691000000.0,8068000000.0,,18133000000.0,17024000000.0,,2015,BSX,,,3841.0,none,0,0
885978,20615000.0,37520000.0,,,303757000.0,244551000.0,171057000.0,2015,USPH,-0.0691266852313014,,8000.0,none,0,0
886128,-29359000.0,-44274000.0,163077000.0,150301000.0,294622000.0,288661000.0,96824000.0,2015,FCELB,0.051669605523434,0.0442595293441095,3620.0,none,0,0
886136,13414000.0,28619000.0,,,204571000.0,192044000.0,122816000.0,2015,SGA,-0.0791745641623794,,4832.0,none,0,0
886163,229824000.0,41727000.0,71914000.0,,503061000.0,258029000.0,237282000.0,2015,LGNYZ,0.7289762003495731,,2834.0,none,0,0
886206,11116000.0,,,,191509000.0,192410000.0,127084000.0,2015,FC,,,8741.0,none,0,0
886346,34389000.0,40372000.0,,,415498000.0,413747000.0,266609000.0,2015,KAI,-0.0144605278104735,,3550.0,none,0,0
886744,46000.0,-24196000.0,36371000.0,,148760000.0,172511000.0,142126000.0,2015,GERN,0.140524372358864,,2834.0,none,0,0
886982,6083000000.0,,,,861395000000.0,855842000000.0,86728000000.0,2015,GS-PD,,,6211.0,none,0,0
887151,-2771000.0,-2153000.0,,,1767000.0,3385000.0,506000.0,2015,CAPS,-0.1825701624815361,,5030.0,none,0,0
887343,98827000.0,134756000.0,,,8951697000.0,8578846000.0,1242128000.0,2015,COLB,-0.0041880924310798,,6022.0,none,0,0
887359,-16340000.0,-13346000.0,,,34309000.0,47579000.0,22130000.0,2015,VCEL,-0.0629269215410159,,2836.0,none,0,0
887396,-174924.0,-116977.0,,,199580.0,82.0,191405.0,2015,EP,-706.670731707317,,1311.0,none,0,0
887596,,247732000.0,,,1233346000.0,1161376000.0,588539000.0,2015,CAKE,,,5812.0,none,0,0
887733,31971000.0,87449000.0,,,1211209000.0,1184307000.0,498400000.0,2015,CENTA,-0.0468442726421443,,5190.0,none,0,0
887905,73081000.0,102341000.0,136203000.0,,1275424000.0,964770000.0,659202000.0,2015,LTC,-0.0303284720710635,,6798.0,none,0,0
887936,66053000.0,,1779149000.0,1171444000.0,2229018000.0,2391599000.0,1147603000.0,2015,FCN,,0.2540998720939422,8742.0,none,0,0
888491,,463885000.0,,,7989936000.0,3921645000.0,3737986000.0,2015,OHI,,,6798.0,none,0,0
888981,-18000.0,41800.0,950800.0,333000.0,344800.0,396200.0,-438100.0,2015,NNUP,-0.1509338717819283,1.5593134780413933,3944.0,none,0,0
889331,82466000.0,165826000.0,,537365000.0,1065475000.0,1070826000.0,739109000.0,2015,LFUS,-0.0778464475087455,,3613.0,none,0,0
889348,5015993.0,2057832.0,,,116712536.0,103404723.0,70532109.0,2015,CVU,0.0286076004478054,,3728.0,none,0,0
889609,34681000.0,187555000.0,363650000.0,,2128925000.0,1833058000.0,161159000.0,2015,CPSS,-0.0833983430966177,,6199.0,none,0,0
889900,-294486000.0,,,,4465048000.0,5390912000.0,2561131000.0,2015,PTEN,,,1381.0,none,0,0
889971,-715280.0,82182.0,,,13665331.0,10376159.0,8684338.0,2015,LPTH,-0.0768552216672855,,3674.0,none,0,0
890066,1352616.0,,,,390580191.0,394629508.0,34176000.0,2015,GLBZ,,,6022.0,none,0,0
890394,,-27474000.0,,,48692000.0,52626000.0,44841000.0,2015,PRSO,,,3674.0,none,0,0
890541,,,,,,8025272000.0,,2015,BLX,,,6029.0,none,0,0
890564,97650000.0,124044000.0,,,1767307000.0,1251839000.0,784794000.0,2015,EFOR,-0.0210841809529819,,7363.0,none,0,0
890821,-814075.0,-3902628.0,20261172.0,13391504.0,13834934.0,5085.0,258533.0,2015,ENVB,607.3850540806293,1350.967158308751,2834.0,none,0,0
890926,286924000.0,11721000.0,1193253000.0,,5642100000.0,6842336000.0,2496931000.0,2015,RDN,0.0402206205599958,,6351.0,none,0,0
891014,107900000.0,270000000.0,,1326600000.0,2980000000.0,3157500000.0,910500000.0,2015,MTX,-0.0513380839271575,,2810.0,none,0,0
891103,119472000.0,405671000.0,3230933000.0,778161000.0,5188691000.0,4256885000.0,1804526000.0,2015,MTCH,-0.0672320252954919,0.5761893967067468,7370.0,none,0,0
891166,106484000.0,,546544000.0,,993548000.0,911774000.0,293092000.0,2015,UVE,,,6331.0,none,0,0
891482,-1317000.0,,,,141467000.0,140944000.0,56523000.0,2015,FLL,,,7011.0,none,0,0
891532,-1050000.0,-1118000.0,,,82913000.0,88251000.0,44554000.0,2015,PESI,0.0007705295124134,,4955.0,none,0,0
893538,-447710000.0,990807000.0,1556965000.0,,5621643000.0,6483145000.0,1852401000.0,2015,SM,-0.2218856743139325,,1311.0,none,0,0
893847,8599000.0,,,,1200921000.0,1169731000.0,87286000.0,2015,HWBK,,,6021.0,none,0,0
893949,336320000.0,,,,4547214000.0,3608248000.0,2437528000.0,2015,MD,,,8060.0,none,0,0
894158,-43737000.0,-38890000.0,,,30845000.0,19144000.0,16051000.0,2015,TOVX,-0.2531863769327204,,2834.0,none,0,0
894315,-72168000.0,434587000.0,,,9097088000.0,9519412000.0,3455185000.0,2015,SITC,-0.0532338552003001,,6798.0,none,0,0
894405,44854000.0,149131000.0,,,1262909000.0,1127622000.0,588728000.0,2015,ARCB,-0.0924751379451624,,4213.0,none,0,0
894627,-158656000.0,38875000.0,,,123958000.0,248849000.0,26076000.0,2015,EGY,-0.7937785564740063,,1311.0,none,0,0
894671,8574000.0,10398000.0,,,796285000.0,778668000.0,90470000.0,2015,OVBC,-0.00234246174236,,6022.0,none,0,0
894871,-197138.0,,,,2351818.0,2504261.0,2097348.0,2015,AREN,,,4841.0,none,0,0
895126,-14567000000.0,1234000000.0,12764000000.0,,17314000000.0,40655000000.0,2138000000.0,2015,EXE,-0.3886606813430082,,1311.0,none,0,0
895417,150512000.0,352882000.0,821654000.0,,3400400000.0,3429225000.0,925068000.0,2015,ELS,-0.0590133339165554,,6798.0,none,0,0
895419,-21536000.0,203316000.0,,,2820658000.0,3175433000.0,2360523000.0,2015,WOLF,-0.0708098706538604,,3674.0,none,0,0
895421,6127000000.0,-4463000000.0,,,787465000000.0,801510000000.0,75182000000.0,2015,MS-PQ,0.013212561290564,,6211.0,none,0,0
895447,28767000.0,58555000.0,,,481093000.0,465016000.0,339802000.0,2015,SHOE,-0.0640580109071515,,5661.0,none,0,0
895456,6603157.0,23242565.0,,,193865131.0,213228443.0,142120541.0,2015,RCKY,-0.0780355930282715,,3140.0,none,0,0
895464,-130000.0,-56000.0,0.0,,,,-1228000.0,2015,YBGJ,,,3845.0,none,0,0
896156,37142000.0,55106000.0,,,578810000.0,652067000.0,380136000.0,2015,ETD,-0.0275493162512441,,2511.0,none,0,0
896159,2834000000.0,3864000000.0,18987000000.0,,102306000000.0,98248000000.0,29135000000.0,2015,CB,-0.0104836739679179,,6331.0,none,0,0
896264,94672000.0,111466000.0,,,423237000.0,350584000.0,280852000.0,2015,USNA,-0.0479029276863747,,2833.0,none,0,0
896493,-1096000.0,-529000.0,7766000.0,5053000.0,5099000.0,6342000.0,3471000.0,2015,GPUS-PD,-0.0894039735099337,0.4277830337432986,3533.0,none,0,0
896622,,323759000.0,,,2437045000.0,2437190000.0,1149411000.0,2015,ATR,,,3089.0,none,0,0
896878,365000000.0,1589000000.0,,,4349000000.0,5245000000.0,641000000.0,2015,INTU,-0.2333651096282173,,7372.0,none,0,0
897077,43209000.0,52418000.0,879577000.0,,603503000.0,632886000.0,360469000.0,2015,ALG,-0.0145508037782475,,3523.0,none,0,0
897078,-3554512.0,-381472.0,116339.0,116339.0,65223.0,14585.0,-1100918.0,2015,KOAN,-217.55502228316763,0.0,7372.0,none,0,0
897322,-52334000.0,-14787000.0,197543000.0,143318000.0,370833000.0,364908000.0,178082000.0,2015,GILT,-0.1028944281846383,0.1485990989509684,3663.0,none,0,0
897448,-115204000.0,,81756000.0,,173230000.0,171107000.0,-129191000.0,2015,AMRN,,,2834.0,none,0,0
897723,377261000.0,174896000.0,,,3431226000.0,3225732000.0,1527254000.0,2015,SANM,0.0627345979145198,,3672.0,none,0,0
898171,1415000.0,,,,532202000.0,518464000.0,32718000.0,2015,UWHR,,,6022.0,none,0,0
898173,931216000.0,1345488000.0,,,6676684000.0,6532083000.0,1961314000.0,2015,ORLY,-0.0634211169698854,,5531.0,none,0,0
898174,502166000.0,2088615000.0,10418178000.0,,50383152000.0,44654300000.0,6135381000.0,2015,RZC,-0.0355273512293329,,6311.0,none,0,0
898293,284019000.0,1240528000.0,,,10221152000.0,8869908000.0,2382605000.0,2015,JBL,-0.1078375333768963,,3672.0,none,0,0
898437,30758000.0,39911000.0,,,235748000.0,192808000.0,210848000.0,2015,ANIK,-0.0474720965935023,,3841.0,none,0,0
899051,2171000000.0,3616000000.0,35653000000.0,,104656000000.0,108479000000.0,20025000000.0,2015,ALL-PJ,-0.013320550521299,,6331.0,none,0,0
899460,-368445000.0,,,,126412000.0,394439000.0,-350329000.0,2015,MNKD,,,2834.0,none,0,0
899629,65708000.0,113598000.0,,,3032319000.0,2720721000.0,1100488000.0,2015,AKR,-0.0176019518355612,,6798.0,none,0,0
899689,760434000.0,672091000.0,,,21143293000.0,21157980000.0,6697595000.0,2015,VNO-PO,0.0041753985966524,,6798.0,none,0,0
899751,-75174000.0,63930000.0,,,1281754000.0,1495724000.0,345059000.0,2015,TWI,-0.0930011151790036,,3312.0,none,0,0
899923,79800000.0,,723100000.0,132800000.0,871700000.0,781854000.0,770800000.0,2015,MYGN,,0.7550002941725693,2835.0,none,0,0
900075,219783000.0,,1146079000.0,,1604364000.0,1952071000.0,731400000.0,2015,CPRT,,,5500.0,none,0,0
901491,75682000.0,170463000.0,1637375000.0,,494058000.0,504555000.0,29181000.0,2015,PZZA,-0.1878506803024447,,5812.0,none,0,0
902791,25494000.0,,740841000.0,611385000.0,496777000.0,452401000.0,54551000.0,2015,BBSI,,0.2861532136312696,7363.0,none,0,0
903129,95393000.0,,,,648343000.0,554277000.0,384291000.0,2015,THRM,,,3714.0,none,0,0
903651,-2826000.0,,58523000.0,,51237000.0,54861000.0,38212000.0,2015,INOD,,,7374.0,none,0,0
906107,870120000.0,1356628000.0,2744965000.0,,23110196000.0,22950614000.0,10470368000.0,2015,VMRK,-0.0211980385361367,,6798.0,none,0,0
906163,382927000.0,,5159008000.0,,2511718000.0,2351335000.0,1239165000.0,2015,NVR,,,1531.0,none,0,0
906345,249315000.0,423238000.0,,,6037612000.0,6043981000.0,2816557000.0,2015,CPT,-0.0287762320894125,,6798.0,none,0,0
906465,16927881.0,30098622.0,114366574.0,,2593198275.0,2524958100.0,225885750.0,2015,QCRH,-0.0052162216077961,,6022.0,none,0,0
906553,47607000.0,326674000.0,,,4350900000.0,4422384000.0,507961000.0,2015,BYD,-0.0631032945126429,,7011.0,none,0,0
906709,-81177000.0,,230784000.0,,498642000.0,441621000.0,6429000.0,2015,NKTR,,,2834.0,none,0,0
907242,20659000.0,38241000.0,,,274846000.0,252301000.0,203919000.0,2015,MCRI,-0.0696866044922533,,7011.0,none,0,0
907254,42468000.0,88896000.0,209077000.0,,1295408000.0,1257113000.0,303328000.0,2015,BFS-PE,-0.036932240777082,,6798.0,none,0,0
907471,18055000.0,49214000.0,,,2960234000.0,2108063000.0,289577000.0,2015,CASH,-0.0147808675547172,,6021.0,none,0,0
907654,-11445000.0,,0.0,,39574000.0,16132000.0,38070000.0,2015,ORKA,,,2834.0,none,0,0
908255,577200000.0,867900000.0,8023200000.0,,9210500000.0,7225200000.0,3553700000.0,2015,BWA,-0.0402341803687095,,3714.0,none,0,0
908259,-13654000.0,,,,27453000.0,30423000.0,25350000.0,2015,OTLC,,,2834.0,none,0,0
908311,24392000.0,77035000.0,276948000.0,,2092060000.0,2094682000.0,1296410000.0,2015,CMCT,-0.0251317383736528,,6798.0,none,0,0
908315,,22325800.0,69447800.0,,47406300.0,54727800.0,-30673800.0,2015,WINA,,,5900.0,none,0,0
908937,509724000.0,,4570058000.0,,8046662000.0,8369065000.0,-166491000.0,2015,SIRI,,,4832.0,none,0,0
909494,11373730.0,16777028.0,,119628970.0,129130679.0,125795866.0,26330000.0,2015,TCX,-0.0429529059404861,,7374.0,none,0,0
909724,6402405.0,8198900.0,,,64611076.0,62873874.0,50972176.0,2015,TLF,-0.0285729967903679,,3100.0,none,0,0
909832,2377000000.0,,116199000000.0,,35037000000.0,34605000000.0,10848000000.0,2015,COST,,,5331.0,none,0,0
910073,-47156000.0,,,,50317796000.0,48559217000.0,5934696000.0,2015,FLG-PU,,,6036.0,none,0,0
910108,111703000.0,244930000.0,,,3808403000.0,3777894000.0,1440029000.0,2015,LXP-PC,-0.0352648856743995,,6798.0,none,0,0
910329,20058000.0,29411000.0,272773000.0,71458000.0,116118000.0,115910000.0,88584000.0,2015,MED,-0.0806919161418341,1.7368216719868863,2090.0,none,0,0
910406,164962000.0,185482000.0,2609613000.0,,3316860000.0,2991703000.0,1814025000.0,2015,HAIN,-0.0068589696236558,,2000.0,none,0,0
910521,122265000.0,125813000.0,,,1408151000.0,1416841000.0,1018508000.0,2015,DECK,-0.0025041624289528,,3021.0,none,0,0
910612,103371000.0,,1055018000.0,,6479991000.0,6599172000.0,1284970000.0,2015,CBL,,,6798.0,none,0,0
910638,-655492000.0,-2831000.0,,,891959000.0,1530310000.0,655909000.0,2015,DDD,-0.4264894041076644,,7372.0,none,0,0
911147,11520000.0,19309000.0,142183000.0,8449000.0,186424000.0,187112000.0,122050000.0,2015,CNTY,-0.041627474453803,0.7147270084227628,7011.0,none,0,0
911177,-12969000.0,70507000.0,546500000.0,,633669000.0,658199000.0,-21523000.0,2015,CWST,-0.1268248660359557,,4953.0,none,0,0
911216,-17665563.0,-13358042.0,,,35394031.0,47590973.0,7475420.0,2015,PTN,-0.0905113034776574,,2834.0,none,0,0
911421,104381000.0,,5430627000.0,,21406043000.0,22270357000.0,6900501000.0,2015,PREJF,,,6321.0,none,0,0
911971,82151000.0,,2450382000.0,,13061248000.0,11779690000.0,,2015,TK,,,4412.0,none,0,0
